# REM-INV-4 LIVE grants — captured 2026-09-13T05:44:14.707Z
# [TABLES] grantee	schema	table	privilege  (rows=4133)
anon	public	pr2_backup_receipts_20260810	UPDATE
authenticated	public	pr2_backup_receipts_20260810	DELETE
authenticated	public	pr2_backup_receipts_20260810	INSERT
authenticated	public	pr2_backup_receipts_20260810	REFERENCES
authenticated	public	pr2_backup_receipts_20260810	SELECT
authenticated	public	pr2_backup_receipts_20260810	TRIGGER
authenticated	public	pr2_backup_receipts_20260810	TRUNCATE
authenticated	public	pr2_backup_receipts_20260810	UPDATE
postgres	public	pr2_backup_receipts_20260810	DELETE
postgres	public	pr2_backup_receipts_20260810	INSERT
postgres	public	pr2_backup_receipts_20260810	REFERENCES
postgres	public	pr2_backup_receipts_20260810	SELECT
postgres	public	pr2_backup_receipts_20260810	TRIGGER
postgres	public	pr2_backup_receipts_20260810	TRUNCATE
postgres	public	pr2_backup_receipts_20260810	UPDATE
service_role	public	pr2_backup_receipts_20260810	DELETE
service_role	public	pr2_backup_receipts_20260810	INSERT
service_role	public	pr2_backup_receipts_20260810	REFERENCES
service_role	public	pr2_backup_receipts_20260810	SELECT
service_role	public	pr2_backup_receipts_20260810	TRIGGER
service_role	public	pr2_backup_receipts_20260810	TRUNCATE
service_role	public	pr2_backup_receipts_20260810	UPDATE
anon	public	price_change_history	DELETE
anon	public	price_change_history	INSERT
anon	public	price_change_history	REFERENCES
anon	public	price_change_history	SELECT
anon	public	price_change_history	TRIGGER
anon	public	price_change_history	TRUNCATE
anon	public	price_change_history	UPDATE
authenticated	public	price_change_history	DELETE
authenticated	public	price_change_history	INSERT
authenticated	public	price_change_history	REFERENCES
authenticated	public	price_change_history	SELECT
authenticated	public	price_change_history	TRIGGER
authenticated	public	price_change_history	TRUNCATE
authenticated	public	price_change_history	UPDATE
postgres	public	price_change_history	DELETE
postgres	public	price_change_history	INSERT
postgres	public	price_change_history	REFERENCES
postgres	public	price_change_history	SELECT
postgres	public	price_change_history	TRIGGER
postgres	public	price_change_history	TRUNCATE
postgres	public	price_change_history	UPDATE
service_role	public	price_change_history	DELETE
service_role	public	price_change_history	INSERT
service_role	public	price_change_history	REFERENCES
service_role	public	price_change_history	SELECT
service_role	public	price_change_history	TRIGGER
service_role	public	price_change_history	TRUNCATE
service_role	public	price_change_history	UPDATE
anon	public	price_commit_log	DELETE
anon	public	price_commit_log	INSERT
anon	public	price_commit_log	REFERENCES
anon	public	price_commit_log	SELECT
anon	public	price_commit_log	TRIGGER
anon	public	price_commit_log	TRUNCATE
anon	public	price_commit_log	UPDATE
authenticated	public	price_commit_log	DELETE
authenticated	public	price_commit_log	INSERT
authenticated	public	price_commit_log	REFERENCES
authenticated	public	price_commit_log	SELECT
authenticated	public	price_commit_log	TRIGGER
authenticated	public	price_commit_log	TRUNCATE
authenticated	public	price_commit_log	UPDATE
postgres	public	price_commit_log	DELETE
postgres	public	price_commit_log	INSERT
postgres	public	price_commit_log	REFERENCES
postgres	public	price_commit_log	SELECT
postgres	public	price_commit_log	TRIGGER
postgres	public	price_commit_log	TRUNCATE
postgres	public	price_commit_log	UPDATE
service_role	public	price_commit_log	DELETE
service_role	public	price_commit_log	INSERT
service_role	public	price_commit_log	REFERENCES
service_role	public	price_commit_log	SELECT
service_role	public	price_commit_log	TRIGGER
service_role	public	price_commit_log	TRUNCATE
service_role	public	price_commit_log	UPDATE
anon	public	product_cost_sheets	DELETE
anon	public	product_cost_sheets	INSERT
anon	public	product_cost_sheets	REFERENCES
anon	public	product_cost_sheets	SELECT
anon	public	product_cost_sheets	TRIGGER
anon	public	product_cost_sheets	TRUNCATE
anon	public	product_cost_sheets	UPDATE
authenticated	public	product_cost_sheets	DELETE
authenticated	public	product_cost_sheets	INSERT
authenticated	public	product_cost_sheets	REFERENCES
authenticated	public	product_cost_sheets	SELECT
authenticated	public	product_cost_sheets	TRIGGER
authenticated	public	product_cost_sheets	TRUNCATE
authenticated	public	product_cost_sheets	UPDATE
postgres	public	product_cost_sheets	DELETE
postgres	public	product_cost_sheets	INSERT
postgres	public	product_cost_sheets	REFERENCES
postgres	public	product_cost_sheets	SELECT
postgres	public	product_cost_sheets	TRIGGER
postgres	public	product_cost_sheets	TRUNCATE
postgres	public	product_cost_sheets	UPDATE
service_role	public	product_cost_sheets	DELETE
service_role	public	product_cost_sheets	INSERT
service_role	public	product_cost_sheets	REFERENCES
service_role	public	product_cost_sheets	SELECT
service_role	public	product_cost_sheets	TRIGGER
service_role	public	product_cost_sheets	TRUNCATE
service_role	public	product_cost_sheets	UPDATE
anon	public	product_lots	DELETE
anon	public	product_lots	INSERT
anon	public	product_lots	REFERENCES
anon	public	product_lots	SELECT
anon	public	product_lots	TRIGGER
anon	public	product_lots	TRUNCATE
anon	public	product_lots	UPDATE
authenticated	public	product_lots	DELETE
authenticated	public	product_lots	INSERT
authenticated	public	product_lots	REFERENCES
authenticated	public	product_lots	SELECT
authenticated	public	product_lots	TRIGGER
authenticated	public	product_lots	TRUNCATE
authenticated	public	product_lots	UPDATE
postgres	public	product_lots	DELETE
postgres	public	product_lots	INSERT
postgres	public	product_lots	REFERENCES
postgres	public	product_lots	SELECT
postgres	public	product_lots	TRIGGER
postgres	public	product_lots	TRUNCATE
postgres	public	product_lots	UPDATE
service_role	public	product_lots	DELETE
service_role	public	product_lots	INSERT
service_role	public	product_lots	REFERENCES
service_role	public	product_lots	SELECT
service_role	public	product_lots	TRIGGER
service_role	public	product_lots	TRUNCATE
service_role	public	product_lots	UPDATE
anon	public	product_variants	DELETE
anon	public	product_variants	INSERT
anon	public	product_variants	REFERENCES
anon	public	product_variants	SELECT
anon	public	product_variants	TRIGGER
anon	public	product_variants	TRUNCATE
anon	public	product_variants	UPDATE
authenticated	public	product_variants	DELETE
authenticated	public	product_variants	INSERT
authenticated	public	product_variants	REFERENCES
authenticated	public	product_variants	SELECT
authenticated	public	product_variants	TRIGGER
authenticated	public	product_variants	TRUNCATE
authenticated	public	product_variants	UPDATE
postgres	public	product_variants	DELETE
postgres	public	product_variants	INSERT
postgres	public	product_variants	REFERENCES
postgres	public	product_variants	SELECT
postgres	public	product_variants	TRIGGER
postgres	public	product_variants	TRUNCATE
postgres	public	product_variants	UPDATE
service_role	public	product_variants	DELETE
service_role	public	product_variants	INSERT
service_role	public	product_variants	REFERENCES
service_role	public	product_variants	SELECT
service_role	public	product_variants	TRIGGER
service_role	public	product_variants	TRUNCATE
service_role	public	product_variants	UPDATE
authenticated	public	production_order_items	SELECT
postgres	public	production_order_items	DELETE
postgres	public	production_order_items	INSERT
postgres	public	production_order_items	REFERENCES
postgres	public	production_order_items	SELECT
postgres	public	production_order_items	TRIGGER
postgres	public	production_order_items	TRUNCATE
postgres	public	production_order_items	UPDATE
service_role	public	production_order_items	DELETE
service_role	public	production_order_items	INSERT
service_role	public	production_order_items	REFERENCES
service_role	public	production_order_items	SELECT
service_role	public	production_order_items	TRIGGER
service_role	public	production_order_items	TRUNCATE
service_role	public	production_order_items	UPDATE
anon	public	production_orders	DELETE
anon	public	production_orders	INSERT
anon	public	production_orders	REFERENCES
anon	public	production_orders	SELECT
anon	public	production_orders	TRIGGER
anon	public	production_orders	TRUNCATE
anon	public	production_orders	UPDATE
authenticated	public	production_orders	DELETE
authenticated	public	production_orders	INSERT
authenticated	public	production_orders	REFERENCES
authenticated	public	production_orders	SELECT
authenticated	public	production_orders	TRIGGER
authenticated	public	production_orders	TRUNCATE
authenticated	public	production_orders	UPDATE
postgres	public	production_orders	DELETE
postgres	public	production_orders	INSERT
postgres	public	production_orders	REFERENCES
postgres	public	production_orders	SELECT
postgres	public	production_orders	TRIGGER
postgres	public	production_orders	TRUNCATE
postgres	public	production_orders	UPDATE
service_role	public	production_orders	DELETE
service_role	public	production_orders	INSERT
service_role	public	production_orders	REFERENCES
service_role	public	production_orders	SELECT
service_role	public	production_orders	TRIGGER
service_role	public	production_orders	TRUNCATE
service_role	public	production_orders	UPDATE
anon	public	products	DELETE
anon	public	products	INSERT
anon	public	products	REFERENCES
anon	public	products	SELECT
anon	public	products	TRIGGER
anon	public	products	TRUNCATE
anon	public	products	UPDATE
authenticated	public	products	DELETE
authenticated	public	products	INSERT
authenticated	public	products	REFERENCES
authenticated	public	products	SELECT
authenticated	public	products	TRIGGER
authenticated	public	products	TRUNCATE
authenticated	public	products	UPDATE
costpro_snapshot_restorer	public	products	SELECT
costpro_snapshot_restorer	public	products	UPDATE
postgres	public	products	DELETE
postgres	public	products	INSERT
postgres	public	products	REFERENCES
postgres	public	products	SELECT
postgres	public	products	TRIGGER
postgres	public	products	TRUNCATE
postgres	public	products	UPDATE
service_role	public	products	DELETE
service_role	public	products	INSERT
service_role	public	products	REFERENCES
service_role	public	products	SELECT
service_role	public	products	TRIGGER
service_role	public	products	TRUNCATE
service_role	public	products	UPDATE
anon	public	profiles	DELETE
anon	public	profiles	INSERT
anon	public	profiles	REFERENCES
anon	public	profiles	SELECT
anon	public	profiles	TRIGGER
anon	public	profiles	TRUNCATE
anon	public	profiles	UPDATE
authenticated	public	profiles	DELETE
authenticated	public	profiles	INSERT
authenticated	public	profiles	REFERENCES
authenticated	public	profiles	SELECT
authenticated	public	profiles	TRIGGER
authenticated	public	profiles	TRUNCATE
authenticated	public	profiles	UPDATE
postgres	public	profiles	DELETE
postgres	public	profiles	INSERT
postgres	public	profiles	REFERENCES
postgres	public	profiles	SELECT
postgres	public	profiles	TRIGGER
postgres	public	profiles	TRUNCATE
postgres	public	profiles	UPDATE
service_role	public	profiles	DELETE
service_role	public	profiles	INSERT
service_role	public	profiles	REFERENCES
service_role	public	profiles	SELECT
service_role	public	profiles	TRIGGER
service_role	public	profiles	TRUNCATE
service_role	public	profiles	UPDATE
anon	public	purchase_items	DELETE
anon	public	purchase_items	INSERT
anon	public	purchase_items	REFERENCES
anon	public	purchase_items	SELECT
anon	public	purchase_items	TRIGGER
anon	public	purchase_items	TRUNCATE
anon	public	purchase_items	UPDATE
authenticated	public	purchase_items	DELETE
authenticated	public	purchase_items	INSERT
authenticated	public	purchase_items	REFERENCES
authenticated	public	purchase_items	SELECT
authenticated	public	purchase_items	TRIGGER
authenticated	public	purchase_items	TRUNCATE
authenticated	public	purchase_items	UPDATE
postgres	public	purchase_items	DELETE
postgres	public	purchase_items	INSERT
postgres	public	purchase_items	REFERENCES
postgres	public	purchase_items	SELECT
postgres	public	purchase_items	TRIGGER
postgres	public	purchase_items	TRUNCATE
postgres	public	purchase_items	UPDATE
service_role	public	purchase_items	DELETE
service_role	public	purchase_items	INSERT
service_role	public	purchase_items	REFERENCES
service_role	public	purchase_items	SELECT
service_role	public	purchase_items	TRIGGER
service_role	public	purchase_items	TRUNCATE
service_role	public	purchase_items	UPDATE
anon	public	purchase_order_items	DELETE
anon	public	purchase_order_items	INSERT
anon	public	purchase_order_items	REFERENCES
anon	public	purchase_order_items	SELECT
anon	public	purchase_order_items	TRIGGER
anon	public	purchase_order_items	TRUNCATE
anon	public	purchase_order_items	UPDATE
authenticated	public	purchase_order_items	DELETE
authenticated	public	purchase_order_items	INSERT
authenticated	public	purchase_order_items	REFERENCES
authenticated	public	purchase_order_items	SELECT
authenticated	public	purchase_order_items	TRIGGER
authenticated	public	purchase_order_items	TRUNCATE
authenticated	public	purchase_order_items	UPDATE
postgres	public	purchase_order_items	DELETE
postgres	public	purchase_order_items	INSERT
postgres	public	purchase_order_items	REFERENCES
postgres	public	purchase_order_items	SELECT
postgres	public	purchase_order_items	TRIGGER
postgres	public	purchase_order_items	TRUNCATE
postgres	public	purchase_order_items	UPDATE
service_role	public	purchase_order_items	DELETE
service_role	public	purchase_order_items	INSERT
service_role	public	purchase_order_items	REFERENCES
service_role	public	purchase_order_items	SELECT
service_role	public	purchase_order_items	TRIGGER
service_role	public	purchase_order_items	TRUNCATE
service_role	public	purchase_order_items	UPDATE
anon	public	purchase_orders	DELETE
anon	public	purchase_orders	INSERT
anon	public	purchase_orders	REFERENCES
anon	public	purchase_orders	SELECT
anon	public	purchase_orders	TRIGGER
anon	public	purchase_orders	TRUNCATE
anon	public	purchase_orders	UPDATE
authenticated	public	purchase_orders	DELETE
authenticated	public	purchase_orders	INSERT
authenticated	public	purchase_orders	REFERENCES
authenticated	public	purchase_orders	SELECT
authenticated	public	purchase_orders	TRIGGER
authenticated	public	purchase_orders	TRUNCATE
authenticated	public	purchase_orders	UPDATE
postgres	public	purchase_orders	DELETE
postgres	public	purchase_orders	INSERT
postgres	public	purchase_orders	REFERENCES
postgres	public	purchase_orders	SELECT
postgres	public	purchase_orders	TRIGGER
postgres	public	purchase_orders	TRUNCATE
postgres	public	purchase_orders	UPDATE
service_role	public	purchase_orders	DELETE
service_role	public	purchase_orders	INSERT
service_role	public	purchase_orders	REFERENCES
service_role	public	purchase_orders	SELECT
service_role	public	purchase_orders	TRIGGER
service_role	public	purchase_orders	TRUNCATE
service_role	public	purchase_orders	UPDATE
anon	public	quotation_items	DELETE
anon	public	quotation_items	INSERT
anon	public	quotation_items	REFERENCES
anon	public	quotation_items	SELECT
anon	public	quotation_items	TRIGGER
anon	public	quotation_items	TRUNCATE
anon	public	quotation_items	UPDATE
authenticated	public	quotation_items	DELETE
authenticated	public	quotation_items	INSERT
authenticated	public	quotation_items	REFERENCES
authenticated	public	quotation_items	SELECT
authenticated	public	quotation_items	TRIGGER
authenticated	public	quotation_items	TRUNCATE
authenticated	public	quotation_items	UPDATE
postgres	public	quotation_items	DELETE
postgres	public	quotation_items	INSERT
postgres	public	quotation_items	REFERENCES
postgres	public	quotation_items	SELECT
postgres	public	quotation_items	TRIGGER
postgres	public	quotation_items	TRUNCATE
postgres	public	quotation_items	UPDATE
service_role	public	quotation_items	DELETE
service_role	public	quotation_items	INSERT
service_role	public	quotation_items	REFERENCES
service_role	public	quotation_items	SELECT
service_role	public	quotation_items	TRIGGER
service_role	public	quotation_items	TRUNCATE
service_role	public	quotation_items	UPDATE
anon	public	quotations	DELETE
anon	public	quotations	INSERT
anon	public	quotations	REFERENCES
anon	public	quotations	SELECT
anon	public	quotations	TRIGGER
anon	public	quotations	TRUNCATE
anon	public	quotations	UPDATE
authenticated	public	quotations	DELETE
authenticated	public	quotations	INSERT
authenticated	public	quotations	REFERENCES
authenticated	public	quotations	SELECT
authenticated	public	quotations	TRIGGER
authenticated	public	quotations	TRUNCATE
authenticated	public	quotations	UPDATE
postgres	public	quotations	DELETE
postgres	public	quotations	INSERT
postgres	public	quotations	REFERENCES
postgres	public	quotations	SELECT
postgres	public	quotations	TRIGGER
postgres	public	quotations	TRUNCATE
postgres	public	quotations	UPDATE
service_role	public	quotations	DELETE
service_role	public	quotations	INSERT
service_role	public	quotations	REFERENCES
service_role	public	quotations	SELECT
service_role	public	quotations	TRIGGER
service_role	public	quotations	TRUNCATE
service_role	public	quotations	UPDATE
anon	public	receipt_items	DELETE
anon	public	receipt_items	INSERT
anon	public	receipt_items	REFERENCES
anon	public	receipt_items	SELECT
anon	public	receipt_items	TRIGGER
anon	public	receipt_items	TRUNCATE
anon	public	receipt_items	UPDATE
authenticated	public	receipt_items	DELETE
authenticated	public	receipt_items	INSERT
authenticated	public	receipt_items	REFERENCES
authenticated	public	receipt_items	SELECT
authenticated	public	receipt_items	TRIGGER
authenticated	public	receipt_items	TRUNCATE
authenticated	public	receipt_items	UPDATE
postgres	public	receipt_items	DELETE
postgres	public	receipt_items	INSERT
postgres	public	receipt_items	REFERENCES
postgres	public	receipt_items	SELECT
postgres	public	receipt_items	TRIGGER
postgres	public	receipt_items	TRUNCATE
postgres	public	receipt_items	UPDATE
service_role	public	receipt_items	DELETE
service_role	public	receipt_items	INSERT
service_role	public	receipt_items	REFERENCES
service_role	public	receipt_items	SELECT
service_role	public	receipt_items	TRIGGER
service_role	public	receipt_items	TRUNCATE
service_role	public	receipt_items	UPDATE
anon	public	receipt_tasa_audit	DELETE
anon	public	receipt_tasa_audit	INSERT
anon	public	receipt_tasa_audit	REFERENCES
anon	public	receipt_tasa_audit	SELECT
anon	public	receipt_tasa_audit	TRIGGER
anon	public	receipt_tasa_audit	TRUNCATE
anon	public	receipt_tasa_audit	UPDATE
authenticated	public	receipt_tasa_audit	DELETE
authenticated	public	receipt_tasa_audit	INSERT
authenticated	public	receipt_tasa_audit	REFERENCES
authenticated	public	receipt_tasa_audit	SELECT
authenticated	public	receipt_tasa_audit	TRIGGER
authenticated	public	receipt_tasa_audit	TRUNCATE
authenticated	public	receipt_tasa_audit	UPDATE
postgres	public	receipt_tasa_audit	DELETE
postgres	public	receipt_tasa_audit	INSERT
postgres	public	receipt_tasa_audit	REFERENCES
postgres	public	receipt_tasa_audit	SELECT
postgres	public	receipt_tasa_audit	TRIGGER
postgres	public	receipt_tasa_audit	TRUNCATE
postgres	public	receipt_tasa_audit	UPDATE
service_role	public	receipt_tasa_audit	DELETE
service_role	public	receipt_tasa_audit	INSERT
service_role	public	receipt_tasa_audit	REFERENCES
service_role	public	receipt_tasa_audit	SELECT
service_role	public	receipt_tasa_audit	TRIGGER
service_role	public	receipt_tasa_audit	TRUNCATE
service_role	public	receipt_tasa_audit	UPDATE
anon	public	receipts	DELETE
anon	public	receipts	INSERT
anon	public	receipts	REFERENCES
anon	public	receipts	SELECT
anon	public	receipts	TRIGGER
anon	public	receipts	TRUNCATE
anon	public	receipts	UPDATE
authenticated	public	receipts	DELETE
authenticated	public	receipts	INSERT
authenticated	public	receipts	REFERENCES
authenticated	public	receipts	SELECT
authenticated	public	receipts	TRIGGER
authenticated	public	receipts	TRUNCATE
authenticated	public	receipts	UPDATE
postgres	public	receipts	DELETE
postgres	public	receipts	INSERT
postgres	public	receipts	REFERENCES
postgres	public	receipts	SELECT
postgres	public	receipts	TRIGGER
postgres	public	receipts	TRUNCATE
postgres	public	receipts	UPDATE
service_role	public	receipts	DELETE
service_role	public	receipts	INSERT
service_role	public	receipts	REFERENCES
service_role	public	receipts	SELECT
service_role	public	receipts	TRIGGER
service_role	public	receipts	TRUNCATE
service_role	public	receipts	UPDATE
anon	public	received_services	DELETE
anon	public	received_services	INSERT
anon	public	received_services	REFERENCES
anon	public	received_services	SELECT
anon	public	received_services	TRIGGER
anon	public	received_services	TRUNCATE
anon	public	received_services	UPDATE
authenticated	public	received_services	DELETE
authenticated	public	received_services	INSERT
authenticated	public	received_services	REFERENCES
authenticated	public	received_services	SELECT
authenticated	public	received_services	TRIGGER
authenticated	public	received_services	TRUNCATE
authenticated	public	received_services	UPDATE
postgres	public	received_services	DELETE
postgres	public	received_services	INSERT
postgres	public	received_services	REFERENCES
postgres	public	received_services	SELECT
postgres	public	received_services	TRIGGER
postgres	public	received_services	TRUNCATE
postgres	public	received_services	UPDATE
service_role	public	received_services	DELETE
service_role	public	received_services	INSERT
service_role	public	received_services	REFERENCES
service_role	public	received_services	SELECT
service_role	public	received_services	TRIGGER
service_role	public	received_services	TRUNCATE
service_role	public	received_services	UPDATE
anon	public	report_definitions	DELETE
anon	public	report_definitions	INSERT
anon	public	report_definitions	REFERENCES
anon	public	report_definitions	SELECT
anon	public	report_definitions	TRIGGER
anon	public	report_definitions	TRUNCATE
anon	public	report_definitions	UPDATE
authenticated	public	report_definitions	DELETE
authenticated	public	report_definitions	INSERT
authenticated	public	report_definitions	REFERENCES
authenticated	public	report_definitions	SELECT
authenticated	public	report_definitions	TRIGGER
authenticated	public	report_definitions	TRUNCATE
authenticated	public	report_definitions	UPDATE
postgres	public	report_definitions	DELETE
postgres	public	report_definitions	INSERT
postgres	public	report_definitions	REFERENCES
postgres	public	report_definitions	SELECT
postgres	public	report_definitions	TRIGGER
postgres	public	report_definitions	TRUNCATE
postgres	public	report_definitions	UPDATE
service_role	public	report_definitions	DELETE
service_role	public	report_definitions	INSERT
service_role	public	report_definitions	REFERENCES
service_role	public	report_definitions	SELECT
service_role	public	report_definitions	TRIGGER
service_role	public	report_definitions	TRUNCATE
service_role	public	report_definitions	UPDATE
anon	public	report_runs	DELETE
anon	public	report_runs	INSERT
anon	public	report_runs	REFERENCES
anon	public	report_runs	SELECT
anon	public	report_runs	TRIGGER
anon	public	report_runs	TRUNCATE
anon	public	report_runs	UPDATE
authenticated	public	report_runs	DELETE
authenticated	public	report_runs	INSERT
authenticated	public	report_runs	REFERENCES
authenticated	public	report_runs	SELECT
authenticated	public	report_runs	TRIGGER
authenticated	public	report_runs	TRUNCATE
authenticated	public	report_runs	UPDATE
postgres	public	report_runs	DELETE
postgres	public	report_runs	INSERT
postgres	public	report_runs	REFERENCES
postgres	public	report_runs	SELECT
postgres	public	report_runs	TRIGGER
postgres	public	report_runs	TRUNCATE
postgres	public	report_runs	UPDATE
service_role	public	report_runs	DELETE
service_role	public	report_runs	INSERT
service_role	public	report_runs	REFERENCES
service_role	public	report_runs	SELECT
service_role	public	report_runs	TRIGGER
service_role	public	report_runs	TRUNCATE
service_role	public	report_runs	UPDATE
anon	public	restore_sessions	DELETE
anon	public	restore_sessions	INSERT
anon	public	restore_sessions	REFERENCES
anon	public	restore_sessions	SELECT
anon	public	restore_sessions	TRIGGER
anon	public	restore_sessions	TRUNCATE
anon	public	restore_sessions	UPDATE
authenticated	public	restore_sessions	DELETE
authenticated	public	restore_sessions	INSERT
authenticated	public	restore_sessions	REFERENCES
authenticated	public	restore_sessions	SELECT
authenticated	public	restore_sessions	TRIGGER
authenticated	public	restore_sessions	TRUNCATE
authenticated	public	restore_sessions	UPDATE
postgres	public	restore_sessions	DELETE
postgres	public	restore_sessions	INSERT
postgres	public	restore_sessions	REFERENCES
postgres	public	restore_sessions	SELECT
postgres	public	restore_sessions	TRIGGER
postgres	public	restore_sessions	TRUNCATE
postgres	public	restore_sessions	UPDATE
service_role	public	restore_sessions	DELETE
service_role	public	restore_sessions	INSERT
service_role	public	restore_sessions	REFERENCES
service_role	public	restore_sessions	SELECT
service_role	public	restore_sessions	TRIGGER
service_role	public	restore_sessions	TRUNCATE
service_role	public	restore_sessions	UPDATE
anon	public	roles	DELETE
anon	public	roles	INSERT
anon	public	roles	REFERENCES
anon	public	roles	SELECT
anon	public	roles	TRIGGER
anon	public	roles	TRUNCATE
anon	public	roles	UPDATE
authenticated	public	roles	DELETE
authenticated	public	roles	INSERT
authenticated	public	roles	REFERENCES
authenticated	public	roles	SELECT
authenticated	public	roles	TRIGGER
authenticated	public	roles	TRUNCATE
authenticated	public	roles	UPDATE
postgres	public	roles	DELETE
postgres	public	roles	INSERT
postgres	public	roles	REFERENCES
postgres	public	roles	SELECT
postgres	public	roles	TRIGGER
postgres	public	roles	TRUNCATE
postgres	public	roles	UPDATE
service_role	public	roles	DELETE
service_role	public	roles	INSERT
service_role	public	roles	REFERENCES
service_role	public	roles	SELECT
service_role	public	roles	TRIGGER
service_role	public	roles	TRUNCATE
service_role	public	roles	UPDATE
anon	public	rss_feeds	DELETE
anon	public	rss_feeds	INSERT
anon	public	rss_feeds	REFERENCES
anon	public	rss_feeds	SELECT
anon	public	rss_feeds	TRIGGER
anon	public	rss_feeds	TRUNCATE
anon	public	rss_feeds	UPDATE
authenticated	public	rss_feeds	DELETE
authenticated	public	rss_feeds	INSERT
authenticated	public	rss_feeds	REFERENCES
authenticated	public	rss_feeds	SELECT
authenticated	public	rss_feeds	TRIGGER
authenticated	public	rss_feeds	TRUNCATE
authenticated	public	rss_feeds	UPDATE
postgres	public	rss_feeds	DELETE
postgres	public	rss_feeds	INSERT
postgres	public	rss_feeds	REFERENCES
postgres	public	rss_feeds	SELECT
postgres	public	rss_feeds	TRIGGER
postgres	public	rss_feeds	TRUNCATE
postgres	public	rss_feeds	UPDATE
service_role	public	rss_feeds	DELETE
service_role	public	rss_feeds	INSERT
service_role	public	rss_feeds	REFERENCES
service_role	public	rss_feeds	SELECT
service_role	public	rss_feeds	TRIGGER
service_role	public	rss_feeds	TRUNCATE
service_role	public	rss_feeds	UPDATE
anon	public	rss_settings	DELETE
anon	public	rss_settings	INSERT
anon	public	rss_settings	REFERENCES
anon	public	rss_settings	SELECT
anon	public	rss_settings	TRIGGER
anon	public	rss_settings	TRUNCATE
anon	public	rss_settings	UPDATE
authenticated	public	rss_settings	DELETE
authenticated	public	rss_settings	INSERT
authenticated	public	rss_settings	REFERENCES
authenticated	public	rss_settings	SELECT
authenticated	public	rss_settings	TRIGGER
authenticated	public	rss_settings	TRUNCATE
authenticated	public	rss_settings	UPDATE
postgres	public	rss_settings	DELETE
postgres	public	rss_settings	INSERT
postgres	public	rss_settings	REFERENCES
postgres	public	rss_settings	SELECT
postgres	public	rss_settings	TRIGGER
postgres	public	rss_settings	TRUNCATE
postgres	public	rss_settings	UPDATE
service_role	public	rss_settings	DELETE
service_role	public	rss_settings	INSERT
service_role	public	rss_settings	REFERENCES
service_role	public	rss_settings	SELECT
service_role	public	rss_settings	TRIGGER
service_role	public	rss_settings	TRUNCATE
service_role	public	rss_settings	UPDATE
anon	public	sale_items	DELETE
anon	public	sale_items	INSERT
anon	public	sale_items	REFERENCES
anon	public	sale_items	SELECT
anon	public	sale_items	TRIGGER
anon	public	sale_items	TRUNCATE
anon	public	sale_items	UPDATE
authenticated	public	sale_items	DELETE
authenticated	public	sale_items	INSERT
authenticated	public	sale_items	REFERENCES
authenticated	public	sale_items	SELECT
authenticated	public	sale_items	TRIGGER
authenticated	public	sale_items	TRUNCATE
authenticated	public	sale_items	UPDATE
postgres	public	sale_items	DELETE
postgres	public	sale_items	INSERT
postgres	public	sale_items	REFERENCES
postgres	public	sale_items	SELECT
postgres	public	sale_items	TRIGGER
postgres	public	sale_items	TRUNCATE
postgres	public	sale_items	UPDATE
service_role	public	sale_items	DELETE
service_role	public	sale_items	INSERT
service_role	public	sale_items	REFERENCES
service_role	public	sale_items	SELECT
service_role	public	sale_items	TRIGGER
service_role	public	sale_items	TRUNCATE
service_role	public	sale_items	UPDATE
anon	public	sales	DELETE
anon	public	sales	INSERT
anon	public	sales	REFERENCES
anon	public	sales	SELECT
anon	public	sales	TRIGGER
anon	public	sales	TRUNCATE
anon	public	sales	UPDATE
authenticated	public	sales	DELETE
authenticated	public	sales	INSERT
authenticated	public	sales	REFERENCES
authenticated	public	sales	SELECT
authenticated	public	sales	TRIGGER
authenticated	public	sales	TRUNCATE
authenticated	public	sales	UPDATE
postgres	public	sales	DELETE
postgres	public	sales	INSERT
postgres	public	sales	REFERENCES
postgres	public	sales	SELECT
postgres	public	sales	TRIGGER
postgres	public	sales	TRUNCATE
postgres	public	sales	UPDATE
service_role	public	sales	DELETE
service_role	public	sales	INSERT
service_role	public	sales	REFERENCES
service_role	public	sales	SELECT
service_role	public	sales	TRIGGER
service_role	public	sales	TRUNCATE
service_role	public	sales	UPDATE
anon	public	sales_transactions	DELETE
anon	public	sales_transactions	INSERT
anon	public	sales_transactions	REFERENCES
anon	public	sales_transactions	SELECT
anon	public	sales_transactions	TRIGGER
anon	public	sales_transactions	TRUNCATE
anon	public	sales_transactions	UPDATE
authenticated	public	sales_transactions	DELETE
authenticated	public	sales_transactions	INSERT
authenticated	public	sales_transactions	REFERENCES
authenticated	public	sales_transactions	SELECT
authenticated	public	sales_transactions	TRIGGER
authenticated	public	sales_transactions	TRUNCATE
authenticated	public	sales_transactions	UPDATE
postgres	public	sales_transactions	DELETE
postgres	public	sales_transactions	INSERT
postgres	public	sales_transactions	REFERENCES
postgres	public	sales_transactions	SELECT
postgres	public	sales_transactions	TRIGGER
postgres	public	sales_transactions	TRUNCATE
postgres	public	sales_transactions	UPDATE
service_role	public	sales_transactions	DELETE
service_role	public	sales_transactions	INSERT
service_role	public	sales_transactions	REFERENCES
service_role	public	sales_transactions	SELECT
service_role	public	sales_transactions	TRIGGER
service_role	public	sales_transactions	TRUNCATE
service_role	public	sales_transactions	UPDATE
anon	public	saved_analytics_views	DELETE
