policy	git_source	live_state	classification	detail
production_orders.po_delete_has_store_access	git:20260802000001_v2_12_41_fase0_remediacion.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
production_orders.po_insert_has_store_access	git:20260802000001_v2_12_41_fase0_remediacion.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
production_orders.po_update_has_store_access	git:20260802000001_v2_12_41_fase0_remediacion.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
production_orders.production_orders_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
products.products_delete_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
products.products_public_read_anon	git:20260726000032_v2_12_critical_fixes.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
products.products_select_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
products.products_tenant_delete	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
products.products_tenant_insert	git:20260827000005_audit_f3p001_rls_write_isolation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
products.products_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
products.products_tenant_update	git:20260827000005_audit_f3p001_rls_write_isolation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
products.products_update_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
profiles.profiles_delete_admin	git:20260305_fix_profiles_rls_final.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
profiles.profiles_insert_admin	git:20260305_fix_profiles_rls_final.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
profiles.profiles_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
profiles.profiles_tenant_update	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
purchase_items.Purchase items access	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
purchase_order_items.po_items_insert_authenticated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
purchase_order_items.po_items_select_authenticated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
purchase_order_items.poi_ins	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
purchase_order_items.poi_sel	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
purchase_order_items.purchase_order_items_delete_deny	git:20260808000005_v2_24_g5_immutable_items.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
purchase_order_items.purchase_order_items_update_deny	git:20260808000005_v2_24_g5_immutable_items.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
purchase_orders.po_ins	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
purchase_orders.po_insert_authenticated	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
purchase_orders.po_sel	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
purchase_orders.po_select_authenticated	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
purchase_orders.po_upd	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
purchase_orders.po_update_authenticated	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
purchase_orders.purchase_orders_select_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
purchase_orders.Purchases unified	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
quotation_items.quotation_items_insert	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
quotation_items.quotation_items_select	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
quotations.quotations_delete_own_store	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
quotations.quotations_insert_own_store	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
quotations.quotations_select_own_store	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
quotations.quotations_update_own_store	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
receipt_items.receipt_items_delete_denied	git:20260807000014_v2_23_0_receipts_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
receipt_items.receipt_items_insert_isolated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
receipt_items.receipt_items_select_isolated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
receipt_items.receipt_items_update_denied	git:20260807000014_v2_23_0_receipts_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
receipt_tasa_audit.receipt_tasa_audit_insert_admin	git:20260629000001_costeo_dinamico_infraestructura.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
receipt_tasa_audit.receipt_tasa_audit_select_authenticated	git:20260629000001_costeo_dinamico_infraestructura.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
receipts.receipts_delete_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
receipts.receipts_insert_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
receipts.receipts_select_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
receipts.receipts_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
receipts.receipts_tenant_update	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
receipts.receipts_update_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
received_services.received_services_delete_auth	git:20260712000006_fix_e2e_100_percent.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
received_services.received_services_insert_auth	git:20260712000006_fix_e2e_100_percent.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
received_services.received_services_select_authenticated	git:20260809000012_v2_25_1_hotfix_trigger_select_policy.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
received_services.received_services_update_auth	git:20260712000006_fix_e2e_100_percent.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
report_definitions.Reports unified	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	ALL
report_runs.Users can insert their own report runs	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
report_runs.Users can view their own report runs	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
restore_sessions.restore_sessions_store_access	git:20260802000006_v2_12_45_backup_registry.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
roles.Roles manage	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	ALL
roles.Roles select	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
rss_feeds.RSS manage	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	ALL
rss_feeds.RSS select	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
rss_settings.RSS settings manage	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	ALL
rss_settings.RSS settings select	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
sale_items.sale_items_selective_read	git:20260326_multi_tenant_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
sales.sales_selective_read	git:20260326_multi_tenant_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
sales_transactions.sales_transactions_delete	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
sales_transactions.sales_transactions_insert	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
sales_transactions.sales_transactions_select	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
sales_transactions.sales_transactions_service_role_all	git:20260626000002_workers_commissions.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
sales_transactions.sales_transactions_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
sales_transactions.sales_transactions_update	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
saved_analytics_views.Users can delete own analytics views	git:20260701000001_create_saved_analytics_views.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
saved_analytics_views.Users can insert own analytics views	git:20260701000001_create_saved_analytics_views.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
saved_analytics_views.Users can update own analytics views	git:20260701000001_create_saved_analytics_views.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
saved_analytics_views.Users can view own analytics views	git:20260701000001_create_saved_analytics_views.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
service_audit_log.sal_delete_deny	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
service_audit_log.sal_select_authenticated	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
service_audit_log.sal_update_deny	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
service_cost_distributions.scd_delete_deny	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
service_cost_distributions.scd_insert_authenticated	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
service_cost_distributions.scd_select_authenticated	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
service_cost_distributions.scd_update_deny	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
service_reception_links.srl_delete_deny	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
service_reception_links.srl_insert_authenticated	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
service_reception_links.srl_select_authenticated	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
service_reception_links.srl_update_deny	git:20260809000002_v2_25_g2_rls_deny.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
service_types.service_types_read	git:20260625000001_servicios_recibidos.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
service_types.service_types_write	git:20260625000001_servicios_recibidos.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
stock_movements.stock_movements_delete_rls	git:20260803000005_v2_13_5_stock_movements_immutable.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
stock_movements.stock_movements_insert_rls	git:20260803000005_v2_13_5_stock_movements_immutable.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
stock_movements.stock_movements_tenant_delete	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
stock_movements.stock_movements_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
stock_movements.stock_movements_update_rls	git:20260803000005_v2_13_5_stock_movements_immutable.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
stock_movements.Warehouse can insert stock movements	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
store_cost_templates.store_cost_templates_delete_admin	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
store_cost_templates.store_cost_templates_insert_roles	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
store_cost_templates.store_cost_templates_select_authenticated	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
store_cost_templates.store_cost_templates_select_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
store_cost_templates.store_cost_templates_update_roles	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
store_exchange_rates.Users can manage own store rates	git:20260710000001_store_exchange_rates.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
store_exchange_rates.Users can view own store rates	git:20260710000001_store_exchange_rates.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
store_notifications.notif_insert_own	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
store_notifications.notif_select_own	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
store_reset_snapshots.store_reset_snapshots_admin_all	git:20260725000001_fix_reset_store_data_and_snapshots.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
stores.stores_delete_admin_only	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
stores.stores_insert_admin_manager	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
stores.stores_select_anon	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
stores.stores_select_authenticated	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
stores.stores_tenant_delete	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
stores.stores_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
stores.stores_tenant_update	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
stores.stores_update_member_roles	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
suppliers.suppliers_insert_authenticated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
suppliers.suppliers_select_authenticated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
suppliers.suppliers_update_authenticated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	UPDATE
sync_log.Users can insert their own sync logs	git:20260217_create_sync_log.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
sync_log.Users can update their own sync logs	git:20260217_update_sync_log_rls.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
sync_log.Users can view their own sync logs	git:20260217_create_sync_log.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
system_config.system_config_admin_manage	git:20260326_multi_tenant_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
system_config.system_config_read_authenticated	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
system_health_logs.Allow authenticated reads	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
system_metrics.Admins and managers can view system metrics	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
system_metrics.Only admins can insert system metrics	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
tax_configurations.Tax unified	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	ALL
telegram_configs.telegram_configs_select	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
telegram_configs.telegram_configs_write	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
telegram_contacts.telegram_contacts_select	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
telegram_contacts.telegram_contacts_write	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
telegram_invitations.telegram_invitations_select	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
telegram_invitations.telegram_invitations_write	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
telegram_messages.telegram_messages_select	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
telegram_messages.telegram_messages_write	git:20260703000001_create_telegram_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
telegram_product_posts.Users can manage own store posts	git:20260824000001_telegram_auto_publish.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
telegram_product_posts.Users can view own store posts	git:20260824000001_telegram_auto_publish.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
tenants.tenants_delete_admin_only	git:20260806000001_v2_15_1_tenants_enriched.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
tenants.tenants_insert_admin_only	git:20260806000001_v2_15_1_tenants_enriched.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
tenants.tenants_select_own_or_admin	git:20260806000001_v2_15_1_tenants_enriched.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
tenants.tenants_select_own_or_store_member	git:20260527094858_harden_tenant_isolation_products_stores_tenants.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
tenants.tenants_update_own_or_admin	git:20260806000001_v2_15_1_tenants_enriched.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
transaction_item_lots.tx_lots_select	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
transaction_items.Transaction items insert	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
transaction_items.Transaction items select	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
transaction_recovery_ledger.f01_snapshot_restorer_access	git:20260902000001_w9_f01_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
transactions.transactions_delete_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
transactions.transactions_select_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
transactions.transactions_tenant_delete	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
transactions.transactions_tenant_insert_with_check	git:20260827000005_audit_f3p001_rls_write_isolation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
transactions.transactions_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
transactions.transactions_tenant_update	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
transactions.transactions_update_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
transfer_approval_rules.transfer_approval_rules_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
transfer_items.transfer_items_insert_v2	git:20260802000002_v2_12_42_transfer_remediation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
transfer_items.transfer_items_view_v2	git:20260802000002_v2_12_42_transfer_remediation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
transfers.transfers_select_rls	git:20260619000006_rls_policies_versioned.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
transfers.transfers_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
usage_aggregates.usage_aggregates_insert_service	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
usage_aggregates.usage_aggregates_select_admin	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
usage_aggregates.usage_aggregates_update_service	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
usage_alerts.usage_alerts_insert_service	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
usage_alerts.usage_alerts_select_admin	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
usage_alerts.usage_alerts_update_service	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
usage_drift.usage_drift_insert_service	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
usage_drift.usage_drift_select_admin	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
usage_thresholds.usage_thresholds_select_admin	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
usage_thresholds.usage_thresholds_update_admin	git:20260626000001_usage_tracking.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
user_audit_log.Admins and managers can view user audit logs	git:20260305_create_user_audit_log.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
user_invitations.user_invitations_insert_admin_manager	git:20260805000004_v2_14_4_user_invitations.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
user_invitations.user_invitations_select_own_managed	git:20260805000004_v2_14_4_user_invitations.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
user_invitations.user_invitations_update_admin_manager	git:20260805000004_v2_14_4_user_invitations.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
user_preferences.Users can read own preferences	git:20260703000005_user_preferences.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
user_preferences.Users can write own preferences	git:20260703000005_user_preferences.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
user_progress.user_progress_delete	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	DELETE
user_progress.user_progress_insert	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
user_progress.user_progress_select	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
user_progress.user_progress_update	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	UPDATE
